,I,Z,C,O,F,I_in,C_bar,h,W
331,"[1.0, 0.0005352941677341527, 0.16129032258064516, 0.22587333603640697]","[0.25082384802913305, 0.8992866069573872, -0.16633041119326103, 0.8793101948518527]",[0.32738308029550495],[0.70665813028687],[0.4585244225749234],[0.710806240899419],[0.24571596969287715],[10534.481961085032],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
332,"[1.0, 0.0005349971396192535, 0.1744868035190616, 0.2130562021103541]","[0.258750117089025, 0.8952170887027483, -0.16689114147652023, 0.8923594792870673]",[0.3328511044968689],[0.7092320557453391],[0.4584524818688591],[0.7099888316448246],[0.2532841814845748],[0.22777390370171896],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
333,"[1.0, 0.0005350466443050701, 0.1744868035190616, 0.21958737459159494]","[0.25871185922576295, 0.8951915715502405, -0.1669630627600257, 0.8925196767505179]",[0.33231872941625795],[0.7093332693883738],[0.4583975703749726],[0.7099726488276662],[0.2531739437453694],[0.22744248846876391],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
334,"[1.0, 0.0005350961489908866, 0.17888563049853373, 0.22312070547399135]","[0.26137422892334883, 0.8938486431048884, -0.16711217034600753, 0.8967850835641843]",[0.33372646522322597],[0.7102479017512223],[0.4583409605549213],[0.7096902649857646],[0.25562467704073605],[0.22861906297623777],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
335,"[1.0, 0.0005352446630483362, 0.1774193548387097, 0.2263354711516828]","[0.2606724399506456, 0.8944202411267625, -0.16671417658641233, 0.8945871417765794]",[0.33395155300455037],[0.7098144436046833],[0.45842939011713246],[0.7098049548505989],[0.254947797936341],[10622.897610482883],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
336,"[1.0, 0.000534947634933437, 0.19208211143695014, 0.21357763606729951]","[0.26949497959017726, 0.8899089573135237, -0.167308030466397, 0.9090213050432745]",[0.33998241688201514],[0.7126556567561707],[0.4583492095880124],[0.7088947129919141],[0.26331250993826866],[0.23342104417306425],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
337,"[1.0, 0.0005349971396192535, 0.1744868035190616, 0.22522421987563485]","[0.25950216539132714, 0.8957189741323321, -0.16547915283848416, 0.8892135618784289]",[0.336265645006863],[0.708651029715056],[0.4587660647052707],[0.7100812534722817],[0.2539135709565156],[0.22973007302960377],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
338,"[1.0, 0.0005350466443050701, 0.1744868035190616, 0.2254144569909048]","[0.25902778748536837, 0.8954024087927479, -0.16636989991179932, 0.8911981071003624]",[0.3341211513591569],[0.7090968233557308],[0.4585252200979882],[0.7100102754537883],[0.25343019788287297],[0.22849944499496266],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
339,"[1.0, 0.0005350961489908866, 0.17888563049853373, 0.22621285199599347]","[0.26154441913909743, 0.8939622209020598, -0.16679263415370926, 0.8960731554062925]",[0.33468045639638033],[0.7101203997861528],[0.458409930096863],[0.7097106074446939],[0.2557629560447052],[10632.486122297436],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
340,"[1.0, 0.0005348981302476204, 0.20381231671554254, 0.21382514598738211]","[0.27664318718298686, 0.8863601650986545, -0.16761415288291412, 0.9201920251455873]",[0.34494776954833306],[0.7149374813248256],[0.45827334532768915],[0.708161870830203],[0.2699527638758592],[0.23733254575240023],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
341,"[1.0, 0.000534947634933437, 0.19208211143695014, 0.2291152766339209]","[0.2707160648165488, 0.890723858273369, -0.1650154138080887, 0.9039133442124154]",[0.3457393050921629],[0.7116764592678275],[0.45888133509188034],[0.7090518875420591],[0.26437450623255965],[0.2367259404648683],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
342,"[1.0, 0.0005349971396192535, 0.1744868035190616, 0.2324123075055887]","[0.2600070231661275, 0.896055894992879, -0.16453127031596515, 0.8871016751049743]",[0.33930755324861606],[0.7082510958749296],[0.45898174865541774],[0.7101448067441744],[0.2543463111180261],[0.2315133166386093],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
343,"[1.0, 0.0005350466443050701, 0.1744868035190616, 0.2292304362193526]","[0.2592996174561222, 0.8955838166906555, -0.16585953265346343, 0.8900610064187088]",[0.33573145137297855],[0.7088812661887324],[0.45864158667337795],[0.7100445732796591],[0.25366376808179225],[10637.044254369692],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
344,"[1.0, 0.0005347496161901709, 0.20967741935483872, 0.21703160004693983]","[0.2806718182831626, 0.8848890650669167, -0.16691360014917989, 0.9238756380161759]",[0.35024508219796047],[0.7156858269845294],[0.4584482534959747],[0.7078580391850298],[0.2736856879682872],[0.24094947119476753],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
345,"[1.0, 0.0005348981302476204, 0.20381231671554254, 0.23260935012793255]","[0.27833204635480135, 0.8874872387299066, -0.16444327947685067, 0.9131273040989661]",[0.35305212599327884],[0.7135622285155789],[0.45902405095931154],[0.7083839213312829],[0.2714450915028237],[0.2419832003305258],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
346,"[1.0, 0.000534947634933437, 0.19208211143695014, 0.23760683743986677]","[0.27140884895224315, 0.8911861932889358, -0.16371469505742114, 0.9010153366426386]",[0.35002119284240274],[0.7111171348833996],[0.45918485784583196],[0.709141504801296],[0.26497989647992826],[0.23923104117389554],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
347,"[1.0, 0.0005349971396192535, 0.1744868035190616, 0.23691838765024378]","[0.2603795550774856, 0.8963045071336062, -0.16383183276051386, 0.8855433249011013]",[0.3415767165774043],[0.7079477862145509],[0.45914524435962073],[0.7101929743725487],[0.25467425890058],[10694.939141468905],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
348,"[1.0, 0.0005347001115043543, 0.20967741935483872, 0.22430318308004557]","[0.2817463524449515, 0.8856061494680461, -0.1648960453805553, 0.9193805598838699]",[0.3560783190929915],[0.7147662281041294],[0.4589514310728127],[0.7080069669352445],[0.2746838682211578],[0.24433126933393845],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
349,"[1.0, 0.0005347496161901709, 0.20967741935483872, 0.2357671685439843]","[0.28235838050096324, 0.8860146058075973, -0.16374703932910284, 0.9168205254316665]",[0.35834863297003217],[0.7143143918010209],[0.4591981022905524],[0.7080799591652541],[0.2751729551525332],[0.24558149585157726],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
350,"[1.0, 0.0005348981302476204, 0.20381231671554254, 0.24107479158052628]","[0.27902215786253826, 0.8879477901459009, -0.16314757864896556, 0.9102404764850411]",[0.35733267973541316],[0.7130073194344911],[0.45932637203241283],[0.7084733002969558],[0.27204559826783486],[0.24447916355129334],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
351,"[1.0, 0.000534947634933437, 0.19208211143695014, 0.24209855374801387]","[0.27178005556156065, 0.8914339209787814, -0.16301774578818445, 0.8994625303522997]",[0.35228954260735823],[0.7108166881547621],[0.45934776807373645],[0.7091895948365046],[0.26530471772919895],[10826.409632687839],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
352,"[1.0, 0.0005346506068185378, 0.14809384164222875, 0.22645724461337452]","[0.24472875850646825, 0.9045779012608315, -0.1623298642116661, 0.8585978089085935]",[0.33378750911877375],[0.7022132416497527],[0.4595891917044611],[0.7119136613162872],[0.24012462407870774],[0.2261129358495069],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
353,"[1.0, 0.0005347001115043543, 0.20967741935483872, 0.21748287827160379]","[0.27980750289156675, 0.8843122427628248, -0.16853628169497858, 0.9274910237251583]",[0.34594975419167306],[0.7164863768459622],[0.4580093011450716],[0.7077280408551838],[0.2728141787269397],[0.2384615850660662],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
354,"[1.0, 0.0005347496161901709, 0.20967741935483872, 0.23386807344414653]","[0.28158003861585634, 0.8854951731459263, -0.16520839479645016, 0.9200764323710673]",[0.35299907777197587],[0.7150150332708346],[0.4588150452149624],[0.7079666064219879],[0.2744133641336857],[0.2424292767379808],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
355,"[1.0, 0.0005348981302476204, 0.20381231671554254, 0.24002355074369702]","[0.27860393465092714, 0.8876686855517161, -0.16393280271123672, 0.9119899594345757]",[0.3544983969142484],[0.7133847483703055],[0.4591206426659397],[0.7084124774945699],[0.2716369601685821],[10864.999675007604],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
356,"[1.0, 0.0005346011021327212, 0.1217008797653959, 0.22315495352369982]","[0.22823848797105628, 0.912291152971055, -0.16240457546055415, 0.8351648820208123]",[0.319900156167913],[0.6972924055155696],[0.4595694012771861],[0.7134926414036346],[0.22452230704256043],[0.21580913737367333],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
357,"[1.0, 0.0005346506068185378, 0.14809384164222875, 0.20732652393748752]","[0.24103354802588642, 0.9021118730898051, -0.1692677100890672, 0.8740553625575547]",[0.3147399025543186],[0.7055089247442026],[0.45782691751170324],[0.7113959760641221],[0.23655908402412568],[0.21502853359657806],"[[0.12068548652101156, 0.8490505572444711, 0.6062226493166136, 0.13997921622261572], [0.9266694160284205, 0.8602800772612186, -0.3046435149139432, 0.09341624580713863], [-0.22093356855277974, -0.24878484034771398, -0.03204153408007989, 0.26281431958890655], [0.8572179172925407, -0.3243835823751684, 0.9655447732716426, -0.5855515554177327]]"
